role,timing,tau,event_count_percentile,event_count_raw,event_count_centered,marginal_effect_raw,std_error_raw,conf_low_raw,conf_high_raw,N,event_count_sample_mean,centered_mean_check,marginal_effect,std_error,conf_low,conf_high,return_unit,inference
Actor1,reaction,0.35000000000000003,0.25,1107.25,-706.3565573770493,6.359234839606509e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.06359234839606509,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.35000000000000003,0.5,1412.5,-401.1065573770493,7.232021875489829e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.07232021875489829,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.35000000000000003,0.75,2139,325.3934426229507,9.309269317158077e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.09309269317158077,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.35000000000000003,0.9,3174,1360.3934426229507,0.0012268596367573266,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.12268596367573266,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.4,0.1,937.5,-876.1065573770493,-4.7318628161773717e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,-0.047318628161773714,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.4,0.25,1107.25,-706.3565573770493,-2.537796841706047e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,-0.02537796841706047,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.4,0.5,1412.5,-401.1065573770493,1.4076443288823018e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.014076443288823019,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.4,0.75,2139,325.3934426229507,0.0010797858941273572,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.10797858941273572,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.4,0.9,3174,1360.3934426229507,0.00241755218784036,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.241755218784036,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.45,0.1,937.5,-876.1065573770493,2.1994937090451976e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.021994937090451975,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.45,0.25,1107.25,-706.3565573770493,3.810784183305372e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.03810784183305372,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.45,0.5,1412.5,-401.1065573770493,6.708259395487513e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.06708259395487513,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.45,0.75,2139,325.3934426229507,0.0013604297861172445,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.13604297861172446,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.45,0.9,3174,1360.3934426229507,0.002342866098847307,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.23428660988473068,NA,NA,NA,percent,bootstrap_xy_R500
Actor1,reaction,0.5,0.1,937.5,-876.1065573770493,3.1230651241057603e-4,NA,NA,NA,1586,1813.6065573770493,-1.0515541079058255e-13,0.031230651241057603,NA,NA,NA,percent,bootstrap_xy_R500
